id,id_nota,valoracion_llm,relevante_economia,AAPLD,DESPD,KOD,MELID,MSFTD,NVDAD,TEND,VISTD,XOMD
18054,27841,neutral,,,,,,,,,,
18055,27840,neutral,,,,,,,,,,
18056,27839,neutral,,,,,,,,,,
18057,27838,neutral,,,,,,,,,,
18058,27837,positive,1,,,,,,,1,1,
18059,27836,neutral,,,,,,,,,,
18060,27835,neutral,,,,,,,,,,
18061,27834,neutral,,,,,,,,,,
18062,27833,neutral,,,,,,,,,,
18063,27832,neutral,,,,,,,,,,
18064,27831,neutral,,,,,,,,,,
18065,27830,neutral,,,,,,,,,,
18066,27829,neutral,,,,,,,,,,
18067,27828,neutral,,,,,,,,,,
18068,27827,neutral,,,,,,,,,,
18069,27826,neutral,,,,,,,,,,
18070,27825,neutral,,,,,,,,,,
18071,27824,neutral,,,,,,,,,,
18072,27823,neutral,,,,,,,,,,
18073,27822,neutral,,,,,,,,,,
18074,27821,neutral,,,,,,,,,,
18075,27820,neutral,,,,,,,,,,
18076,27819,neutral,,,,,,,,,,
18077,27818,negative,1,,,1,,,1,,1,
18078,27817,negative,1,,,,,,,,,
18079,27816,neutral,,,,,,,,,,
18080,27815,neutral,,,,,,,,,,
18081,27814,neutral,,,,,,,,,,
18082,27813,neutral,,,,,,,,,,
18083,27812,neutral,,,,,,,,,,
18084,27811,neutral,,,,,,,,,,
18085,27810,neutral,,,,,,,,,,
18086,27809,neutral,,,,,,,,,,
18087,27808,neutral,,,,,,,,,,
18088,27807,neutral,1,,,,,,,,,
18089,27806,neutral,,,,,,,,,,
18090,27805,neutral,,,,,,,,,,
18091,27804,neutral,,,,,,,,,,
18092,27803,neutral,,,,,,,,,,
18093,27802,neutral,,,,,,,,,,
18094,27777,neutral,,,,,,,,,,
18095,27753,negative,1,,1,,,,1,1,,
18096,27731,neutral,,,,,,,,,,
18097,27801,neutral,,,,,,,,,,
18098,27800,neutral,,,,,,,,,,
18099,27799,neutral,,,,,,,,,,
18100,27798,neutral,,,,,,,,,,
18101,27797,negative,,,,,,,,,,
18102,27796,neutral,,,,,,,,,,
18103,27795,positive,1,,,,,,,,,
18104,27794,neutral,,,,,,,,,,
18105,27793,neutral,,,,,,,,,,
18106,27792,neutral,,,,,,,,,,
18107,27791,neutral,,,,,,,,,,
18108,27790,neutral,,,,,,,,,,
18109,27789,neutral,,,,,,,,,,
18110,27788,neutral,,,,,,,,,,
18111,27787,negative,1,1,,,,,1,1,,
18112,27786,neutral,1,,,,,,,1,,
18113,27785,neutral,,,,,,,,,,
18114,27784,negative,1,,,,,,,,,
18115,27783,neutral,,,,,,,,,,
18116,27782,neutral,,,,,,,,,,
18117,27781,negative,,,,,,,,,,
18118,27780,neutral,,,,,,,,,,
18119,27779,neutral,,,,,,,,,,
18120,27778,negative,,,,,,,,,,
18121,27776,neutral,,,,,,,,,,
18122,27775,neutral,,,,,,,,,,
18123,27774,neutral,,,,,,,,,,
18124,27773,neutral,,,,,,,,,,
18125,27772,negative,1,,,,,,,,,
18126,27771,neutral,,,,,,,,,,
18127,27770,neutral,,,,,,,,,,
18128,27769,neutral,,,,,,,,,,
18129,27768,negative,,1,,,,,,,,
18130,27767,neutral,,,,,,,,,,
18131,27766,negative,,,,,,,1,,,
18132,27765,negative,,,,,,,,,1,
18133,27764,neutral,,,,,,,,,,
18134,27763,neutral,,,,,,,,,,
18135,27762,negative,,,,,,,,,,
18136,27761,neutral,,,,,,,,,,
18137,27760,neutral,,,,,,,,,,
18138,27759,neutral,,,,,,,,,,
18139,27758,neutral,,,,,,,,,,
18140,27757,neutral,,,,,,,,,,
18141,27756,neutral,1,,1,,,,,1,,1
18142,27755,neutral,,,,,,,,,,
18143,27754,neutral,,,,,,,,,,
18144,27752,neutral,,,,,,,,,,
18145,27751,neutral,,,,,,,,,,
18146,27750,neutral,,,,,,,,,,
18147,27749,neutral,,,,,,,,,,
18148,27748,neutral,,,,,,,,,,
18149,27747,neutral,,,,,,,,,,
18150,27746,neutral,1,,,,,,,,,
18151,27745,neutral,,,,,,,,,,
18152,27744,negative,,,,,,,,,,
18153,27743,positive,,,,,,,,,,
18154,27742,negative,,,,,,,,,,
18155,27741,neutral,,,,,,,,,,
18156,27740,neutral,,,,,,,,,,
18157,27739,neutral,,,,,,,,,,
18158,27738,neutral,,,,,,,,,,
18159,27737,neutral,,,,,,,,,,
18160,27736,neutral,,,,,,,,,,
18161,27735,neutral,,,,,,,,,,
18162,27734,neutral,,,,,,,,,,
18163,27733,neutral,,,,,,,,,,
18164,27732,neutral,,,,,,,,,,
18165,27730,positive,1,,,,,,,1,,
18166,27729,neutral,,,,,,,,,,
18167,27728,neutral,,,,,,,,,,
18168,27727,neutral,1,,,,,,,,,
18169,27726,neutral,,,,,,,,,,
18170,27725,neutral,,,,,,,,,,
18171,27724,neutral,,,,,,,,,,
18172,27723,neutral,,,,,,,,,,
18173,27722,neutral,,,,,,,,,,
18174,27721,positive,1,1,,,,,,1,,
18175,27720,neutral,,,,,,,,,,
18176,27719,negative,,,,,,,,,,
18177,27718,neutral,,,,,,,,,,
18178,27717,neutral,,,,,,,,,,
18179,27716,neutral,,,,,,,,,,
18180,27715,neutral,,,,,,,,,,
18181,27714,neutral,,,,,,,,,,
18182,27713,neutral,,,,,,,,,,
18183,27712,neutral,,,,,,,,,,
18184,27711,neutral,,,,,,,,,,
18185,27710,neutral,,,,,,,,,,
18186,27709,neutral,,,,,,,,,,
18187,27708,negative,1,,1,,,,1,1,,
18188,27707,neutral,,,,,,,,,,
18189,27706,neutral,,,,,,,,,,
18190,27705,positive,,,,,,,,,,
18191,27704,neutral,,,,,,,,,,
18192,27703,neutral,,,,,,,,,,
18193,27702,neutral,,,,,,,,,,
18194,27701,neutral,,,,,,,,,,
18195,27700,neutral,,,,,,,,,,
18196,27699,neutral,1,,,,,,,,,
18197,27698,neutral,,,,,,,,,,
18198,27697,neutral,1,,,,,,,,,
18199,27696,neutral,,,,,,,,,,
18200,27695,neutral,1,,,,,,,,,
18201,27694,neutral,1,,,,,,,,1,
18202,27693,neutral,,1,,,,,,,,
18203,27692,neutral,,,,,,,,,,
18204,27691,neutral,,,,,,,,,,
18205,27690,negative,1,,1,1,,,,1,,
18206,27689,negative,1,,,,,,,,,
18207,27688,neutral,,,,,,,,,,
18208,27687,neutral,,,,,,,,,,
18209,27686,neutral,,,,,,,,,,
18210,27685,neutral,,,,,,,,,,
18211,27684,neutral,,,,,,,,,,
18212,27683,neutral,1,,,,,,,,,
18213,27682,neutral,,,,,,,,,,
18214,27681,neutral,,,,,,,,,,
18215,27680,neutral,,,,,,,,,,
18216,27679,neutral,,,,,,,,,,
18217,27678,neutral,,,,,,,,,,
18218,27677,neutral,,,,,,,,,,
18219,27676,negative,1,,,,,,,,,
18220,27675,neutral,,,,,,,,,,
18221,27674,neutral,,,,,,,,,,
18222,27673,neutral,,,,,,,,,,
18223,27672,neutral,,,,,,,,,,
18224,27671,positive,1,,,,,,,1,,
18225,27670,neutral,,,,,,,,,,
18226,27669,neutral,,,,,,,,,,
18227,27668,neutral,1,,,,,,,,,
18228,27667,neutral,,,,,,,,,,
18229,27666,neutral,,,,,,,,,,
18230,27665,neutral,,,,,,,,,,
18231,27664,negative,,,,,,,,,,
18232,27663,neutral,,,,,,,,,,
18233,27662,negative,,,,,,,,,,
18234,27661,neutral,,,,,,,,,,
18235,27660,positive,1,,,,,,,,,
18236,27659,neutral,,,,,,,,,,
18237,27658,neutral,,,,,,,,,,
18238,27657,neutral,1,,,,,,,,,
18239,27656,neutral,,,,,,,,,,
18240,27655,neutral,,,,,,,,,,
18241,27654,neutral,,,,,,,,,,
18242,27653,neutral,,,,,,,,,,
18243,27652,neutral,,,,,,,,,,
18244,27651,neutral,,,,,,,,,,
18245,27650,neutral,,,,,,,,,,
18246,27649,neutral,,,,,,,,,,
18247,27648,neutral,,,,,,,,,,
18248,27647,neutral,,,,,,,,,,
18249,27646,neutral,,,,,,,,,,
18250,27645,neutral,,,,,,,,,,
18251,27644,neutral,,,,,,,,,,
18252,27643,neutral,1,,1,,,1,,1,,
18253,27642,neutral,,,,,,,,,,
18254,27641,neutral,,,,,,,,,,
18255,27640,neutral,,,,,,,,,,
18256,27639,neutral,,,,,,,,,,
18257,27638,neutral,,,,,,,,,,
18258,27637,neutral,,,,,,,,,,
18259,27636,neutral,,,,,,,,,,
18260,27635,neutral,,,,,,,,,,
18261,27634,neutral,,,,,,,,,,
18262,27633,neutral,,,,,,,,,,
18263,27632,neutral,,,,,,,,,,
18264,27631,neutral,,,,,,,,,,
18265,27630,neutral,,,,,,,,,,
18266,27629,neutral,,,,,,,,,,
18267,27628,neutral,,,,,,,,,,
18268,27627,neutral,,,,,,,,,,
18269,27626,neutral,,,,,,,,,,
18270,27625,neutral,,,,,,,,,,
18271,27624,neutral,,,,,,,,,,
18272,27623,neutral,,,,,,,,,,
18273,27622,neutral,,,,,,,,,,
18274,27621,neutral,,,,,,,,,,
18275,27620,neutral,,,,,,,,,,
18276,27619,neutral,,,,,,,,,,
18277,27618,neutral,,,,,,,,,,
18278,27617,neutral,,,,,,,,,,
18279,27616,neutral,,,,,,,,,,
18280,27615,neutral,,,,,,,,,,
18281,27614,neutral,,,,,,,,,,
18282,27613,neutral,,,,,,,,,,
18283,27612,neutral,,,,,,,,,,
18284,27611,neutral,,,,,,,,,,
18285,27610,neutral,,,,,,,,,,
18286,27609,neutral,,,,,,,,,,
18287,27608,neutral,,,,,,,,,,
18288,27607,neutral,,,,,,,,,,
18289,27606,neutral,,,,,,,,,,
18290,27605,neutral,,,,,,,,,,
18291,27604,neutral,,,,,,,,,,
18292,27603,neutral,,,,,,,,,,
18293,27602,neutral,,,,,,,,,,
18294,27601,neutral,,1,,,,,,,,
18295,27600,neutral,,,,,,,,,,
18296,27599,neutral,1,,,,,,,,,
18297,27598,negative,,,,,,,,,,
18298,27597,neutral,,,,,,,,,,
18299,27596,neutral,,,,,,,,,,
18300,27595,neutral,,,,,,,,,,
18301,27594,neutral,,,,,,,,,,
18302,27593,neutral,,,,,,,,,,
18303,27592,neutral,,,,,,,,,,
18304,27591,neutral,,,,,,,,,,
18305,27590,neutral,1,,,,,,,,,
18306,27589,neutral,,,,,,,,,,
18307,27588,neutral,,,,,,,,,,
18308,27587,neutral,,,,,,,,,,
18309,27586,positive,1,,,,,,,,,
18310,27585,neutral,,,,,,,,,,
18311,27584,neutral,,,,,,,,,,
18312,27583,neutral,,,,,,,,,,
18313,27582,neutral,,,,,,,,,,
18314,27581,neutral,,,,,,,,,,
18315,27580,neutral,,,,,,,,,,
18316,27579,neutral,,,,,,,,,,
18317,27578,neutral,,,,,,,,,,
18318,27577,neutral,,,,,,,,,,
18319,27576,neutral,,,,,,,,,,
18320,27575,neutral,,,,,,,,,,
18321,27574,neutral,,,,,,,,,,
18322,27573,neutral,,,,,,,,,,
18323,27572,neutral,,,,,,,,,,
18324,27571,neutral,,,,,,,,,,
18325,27570,neutral,,,,,,,,,,
18326,27569,neutral,,,,,,,,,,
18327,27568,neutral,,,,,,,,,,
18328,27567,neutral,,,,,,,,,,
18329,27566,neutral,,,,,,,,,,
18330,27565,neutral,,,,,,,,,,
18331,27564,neutral,,,,,,,,,,
18332,27563,negative,,,,,,,,,,
18333,27562,neutral,1,,,,,,,,,
18334,27561,positive,1,,,,,,,,,
18335,27560,neutral,,,,,,,,,,
18336,27559,neutral,1,,,,,,,,,
18337,27558,neutral,,,,,,,,,,
18338,27557,neutral,,,,,,,,,,
18339,27556,negative,,,,,,,,,,
18340,27555,neutral,,,,,,,,,,
18341,27554,neutral,,,,,,,,,,
18342,27553,negative,,,,,,,,,,
18343,27552,neutral,,,,,,,,,,
18344,27551,neutral,,,,,,,,,,
18345,27550,neutral,,,,,1,,,,,
18346,27549,neutral,,,,,,,,,,
18347,27548,negative,,,,,,,1,,,
18348,27547,neutral,,,,,,,,,,
18349,27546,neutral,,,,,,,,,,
18350,27545,neutral,1,,,,,,,1,,
18351,27544,neutral,1,,,,,,,,,
18352,27543,neutral,,,,,,,,,,
18353,27542,neutral,,,,,,,,,,
18354,27541,neutral,,,,,,,,,,
18355,27540,neutral,,,,,,,,,,
18356,27539,neutral,,,,,,,,,,
18357,27538,neutral,,,,,,,,,,
18358,27537,neutral,,,,,,,,,,
18359,27536,neutral,,,,,,,,,,
18360,27535,neutral,,,,,,,,,,
18361,27534,neutral,,,,,,,,,,
18362,27533,neutral,1,,,,,,,,,
18363,27532,neutral,,,,,,,,,,
18364,27531,positive,,,,,,,,,,
18365,27530,neutral,,,,,,,,,,
18366,27506,neutral,,,,,,,,,,
18367,27529,negative,,,,,,,,,,
18368,27528,negative,,,,,,,,,,
18369,27527,negative,1,,,,,,,,,
18370,27526,neutral,,,,,,,,,,
18371,27525,neutral,,,,,,,,,,
18372,27524,negative,,,,,,,,,1,
18373,27523,neutral,,,,,,,,,,
18374,27522,neutral,,,,,,,,,,
18375,27521,negative,,,,,,,,,,
18376,27520,neutral,,,,,,,,,,
18377,27519,neutral,,,,,,,,,,
18378,27518,neutral,,,,,,,,,,
18379,27517,neutral,,,,,,,,,,
18380,27516,negative,,,,,,,,,,
18381,27515,neutral,,,,,,,,,,
18382,27514,neutral,,,,,,,,,,
18383,27513,neutral,1,,,,,,,,,
18384,27512,neutral,,,,,,,,,,
18385,27511,neutral,1,,,,,,,,,
18386,27510,neutral,,,,,,,,,,
18387,27509,positive,1,1,,,,,1,1,1,
18388,27508,neutral,,,,,,,,,,
18389,27507,negative,,,,,,,,,,
18390,27505,neutral,,,,,,,,,,
18391,27504,neutral,,,,,,,,,,
18392,27503,negative,,,,,,,,,,
18393,27502,neutral,,,,,,,,,,
18394,27501,neutral,,,,,,,,,,
18395,27500,positive,1,,,,,,,,,
18396,27499,neutral,,,,,,,,,,
18397,27498,neutral,,,,,,,,,,
18398,27497,neutral,,,,,,,,,,
18399,27496,neutral,,,,,,,,,,
18400,27495,negative,,,,,,,1,,,
18401,27494,negative,,,,,,,,,1,
18402,27493,neutral,,,,,,,,,,
18403,27492,neutral,,,,,,,,,,
18404,27491,negative,,,,,,,,,,
18405,27490,neutral,,,,,,,,,,
18406,27489,neutral,,,,,,,,,,
18407,27488,negative,1,,,,,,,,,
18408,27487,negative,,1,1,,,,,,1,
18409,27486,neutral,,,,,,,,,,
18410,27485,neutral,,,,,,,,,,
18411,27484,positive,1,,,,,,,,,
18412,27483,negative,1,,,,,,,,,
18413,27482,neutral,,,,,,,,,,
18414,27481,neutral,,,,,,,,,,
18415,27480,neutral,,,,,,,,,,
18416,27479,neutral,,,,,,,,,,
18417,27478,neutral,,,,,,,,,,
18418,27477,neutral,,,,,,,,,,
18419,27476,negative,1,,,,,,,,,
18420,27475,negative,,,,,,,,,,
18421,27474,neutral,,,,,,,,,,
18422,27473,neutral,1,,,,,,,,,
18423,27472,neutral,,,,,,,,,,
18424,27471,negative,,,,,,,,,,
18425,27470,neutral,1,,,,,,,,,
18426,27469,neutral,,,,,,,,,,
18427,27468,neutral,,,,,,,,,,
18428,27467,neutral,,,,,,,,,,
18429,27466,neutral,,,,,,,,,,
18430,27465,neutral,1,,,,,,,,,
18431,27464,neutral,,,,,,,,,,
18432,27463,neutral,,,,,,,,,,
18433,27462,neutral,,,,,,,,,,
18434,27461,neutral,,,,,,,,,,
18435,27460,neutral,,,,,,,,,,
18436,27459,neutral,,,,,,,,,,
18437,27458,neutral,,,,,,,,,,
18438,27457,negative,1,,,,,,,,,
18439,27456,neutral,,,,,,,,,,
18440,27455,neutral,,,,,,,,,,
18441,27454,neutral,,,,,,,,,,
18442,27453,neutral,,,,,,,,,,
18443,27452,neutral,,,,,,,,,,
18444,27451,negative,1,,,,,,,,,
18445,27450,neutral,1,,,,,,,,,
18446,27449,neutral,1,,,,,,,,,
18447,27448,neutral,,,,,,,,,,
18448,27447,neutral,,,,,,,,,,
18449,27446,neutral,,,,,,,,,,
18450,27445,neutral,,,,,,,,,,
18451,27444,neutral,,,,,,,,,,
18452,27443,neutral,,,,,,,,,,
18453,27442,neutral,,,,,,,,,,
18454,27441,neutral,,,,,,,,,,
18455,27440,neutral,,,,,,,,,,
18456,27439,negative,,,,,,,,,,
18457,27438,neutral,,,,,,,,,,
18458,27437,positive,1,1,,1,,1,1,1,1,
18459,27436,negative,1,,1,,,,1,1,,1
18460,27435,neutral,,,,,,,,,,
18461,27434,neutral,,,,,,,,,,
18462,27433,neutral,,,,,,,,,,
18463,27432,neutral,,,,,,,,,,
18464,27431,neutral,,,,,,,,,,
18465,27430,neutral,,,,,,,,,,
18466,27429,neutral,,,,,,,,,,
18467,27428,neutral,,,,,,,,,,
18468,27427,neutral,,,,,,,,,,
18469,27426,neutral,,,,,,,,,,
18470,27425,neutral,,,,,,,,,,
18471,27424,negative,,,,,,,,,,
18472,27423,neutral,,,,,,,,,,
18473,27422,neutral,,,,,,,,,,
18474,27421,neutral,,,,,,,,,,
18475,27420,neutral,,,,,,,,,,
18476,27419,neutral,,,,,,,,,,
18477,27418,neutral,,,,,,,,,,
18478,27417,neutral,,,,,,,,,,
18479,27416,neutral,,,,,,,,,,
18480,27415,neutral,,,,,,,,,,
18481,27414,neutral,,,,,,,,,,
18482,27413,neutral,,,,,,,,,,
18483,27412,neutral,,,,,,,,,,
18484,27411,negative,1,,,,,,1,,,
18485,27410,neutral,,,,,,,,,,
18486,27409,neutral,,,,,,,,,,
18487,27408,neutral,,,,,,,,,,
18488,27407,neutral,,,,,,,,,,
18489,27406,neutral,,,,,,,,,,
18490,27405,neutral,,,,,,,,,,
18491,27404,neutral,,,,,,,,,,
18492,27403,neutral,1,,,,,,,,,
18493,27402,neutral,,,,,,,,,,
18494,27401,neutral,,,,,,,,,,
18495,27400,negative,,,,,,,1,,,
18496,27399,neutral,,,,,,,,,,
18497,27398,neutral,,,,,,,,,,
18498,27397,neutral,,,,,,,,,,
18499,27396,neutral,,,,,,,,,,
18500,27395,neutral,,,,,,,,,,
18501,27394,neutral,,,,,,,,,,
18502,27393,neutral,,,,,,,,,,
18503,27392,neutral,,,,,,,,,,
18504,27391,neutral,,,,,,,,,,
18505,27390,neutral,,,,,,,,,,
18506,27389,neutral,,,,,,,,,,
18507,27388,neutral,,,,,,,,,,
18508,27387,positive,1,1,,,,,,1,1,
18509,27386,neutral,1,,,,,,,,,
18510,27385,neutral,,,,,,,,,,
18511,27384,neutral,,,,,,,,,,
18512,27383,neutral,,,,,,,,,,
18513,27382,neutral,,,,,,,,,,
18514,27381,neutral,1,,,,,,,1,1,
18515,27380,neutral,,,,,,,,,,
18516,27379,neutral,,,,,,,,,,
18517,27378,neutral,,,,,,,,,,
18518,27377,neutral,,,,,,,,,,
18519,27376,neutral,1,,,,,,,1,,
18520,27375,neutral,1,,,,,,,,,
18521,27374,neutral,,,,,,,,,,
18522,27373,neutral,,,,,,,,,,
18523,27372,neutral,,,,,,,,,,
18524,27371,neutral,,,,,,,,,,
18525,27370,neutral,1,,,,,,,,,
18526,27369,neutral,,,,,,,,,,
18527,27368,neutral,,,,,,,,,,
18528,27367,neutral,,,,,,,,,,
18529,27366,neutral,,,,,,,,,,
18530,27365,neutral,,,,,,,,,,
18531,27364,neutral,,,,,,,,,,
18532,27363,neutral,,,,,,,,,,
18533,27362,neutral,,,,,,,,,,
18534,27361,neutral,1,,,,,,,,,
18535,27360,neutral,,,,,,,,,,
18536,27359,neutral,1,,,,,,,,,
18537,27358,neutral,,,,,,,,,,
18538,27357,neutral,,,,,,,,,,
18539,27356,neutral,,,,,,,,,,
18540,27355,neutral,,,,,,,,,,
18541,27354,neutral,,,,,,,,,,
18542,27353,neutral,,,,,,,,,,
18543,27352,neutral,,,,,,,,,,
18544,27351,neutral,,,,,,,,,,
18545,27350,neutral,,,,,,,,,,
18546,27349,neutral,,,,,,,,,,
18547,27348,neutral,,,,,,,,,,
18548,27347,neutral,,,,,,,,,,
18549,27346,negative,,,,,,,,,,
18550,27345,neutral,,,,,,,,,,
18551,27344,neutral,,,,,,,,,,
18552,26932,neutral,,,,,,,,,,
18553,27315,neutral,,,,,,,,,,
18554,27343,neutral,,,,,,,,,,
18555,27342,neutral,,,,,,,,,,
18556,27341,negative,,,,,,,1,,,
18557,27340,neutral,,,,,,,,,,
18558,27339,neutral,,,,,,,,,,
18559,27338,neutral,,,,,,,,,,
18560,27337,neutral,,,,,,,,,,
18561,27336,neutral,,,,,,,,,,
18562,27335,neutral,,,,,,,,,,
18563,27334,neutral,,,,,,,,,,
18564,27333,neutral,,,,,,,,,,
18565,27332,neutral,,,,,,,,,,
18566,27331,neutral,,,,,,,,,,
18567,27330,neutral,,,,,,,,,,
18568,27329,neutral,,,,,,,,,,
18569,27328,neutral,,,,,,,,,,
18570,27327,neutral,,,,,,,,,,
18571,27326,neutral,,,,,,,,,,
18572,27325,neutral,,,,,,,,,,
18573,27324,neutral,1,,,,,,,,,
18574,27323,neutral,,,,,,,,,,
18575,27322,neutral,,,,,,,,,,
18576,27321,neutral,,,,,,,,,,
18577,27320,negative,,,,,,,,,,
18578,27319,neutral,,,,,,,,,,
18579,27318,neutral,,,,,,,,,,
18580,27317,neutral,,,,,,,,,,
18581,27316,neutral,,,,,,,,,,
18582,27266,neutral,,,,,,,,,,
18583,27314,neutral,,,,,,,,,,
18584,27313,neutral,,,,,,,,,,
18585,27312,neutral,,,,,,,,,,
18586,27311,neutral,,,,,,,,,,
18587,27310,neutral,,,,,,,,,,
18588,27309,neutral,,,,,,,,,,
18589,27308,neutral,,,,,,,,,,
18590,27307,neutral,1,,1,,,,,1,,
18591,27306,negative,1,,,,,,,,,
18592,27305,negative,1,,,,,,,1,,
18593,27304,neutral,,,,,,,,,,
18594,27303,neutral,,,,,,,,,,
18595,27302,neutral,,,,,,,,,,
18596,27301,neutral,,,,,,,,,,
18597,27300,neutral,,,,,,,,,,
18598,27299,neutral,,,,,,,,,,
18599,27298,neutral,,,,,,,,,,
18600,27297,neutral,,,,,,,,,,
18601,27296,neutral,,,,,,,,,,
18602,27295,neutral,,,,,,,,,,
18603,27294,neutral,,,,,,,,,,
18604,27293,neutral,,,,,,,,,,
18605,27292,neutral,,,,,,,,,,
18606,27241,neutral,,,,,,,,,,
18607,27291,neutral,,,,,,,,,,
18608,27290,neutral,,,,,,,,,,
18609,27289,neutral,,,,,,,,,,
18610,27288,neutral,,,,,,,,,,
18611,27287,neutral,,,,,,,,,,
18612,27286,neutral,1,,,,,,,,,
18613,27285,neutral,,,,,,,,,,
18614,27284,neutral,,,,,,,,,,
18615,27283,neutral,,,,,,,,,,
18616,27282,neutral,,,,,,,,,,
18617,27281,positive,,,,,,,,,,
18618,27280,neutral,,,,,,,,,,
18619,27279,neutral,,,,,,,,,,
18620,27278,neutral,,,,,,,,,,
18621,27277,neutral,,,,,,,,,,
18622,27276,neutral,,,,,,,,,,
18623,27275,neutral,,,,,,,,,,
18624,27274,neutral,,,,,,,,,,
18625,27273,neutral,,,,,,,,,,
18626,27272,neutral,,,,,,,,,,
18627,27271,neutral,,,,,,,,,,
18628,27270,neutral,,,,,,,,,,
18629,27269,neutral,,,,,,,,,,
18630,27268,neutral,,,,,,,,,,
18631,27267,neutral,,,,,,,,,,
18632,27265,neutral,,,,,,,,,,
18633,27264,neutral,,,,,,,,,,
18634,27263,neutral,,,,,,,,,,
18635,27262,neutral,,,,,,,,,,
18636,27261,neutral,1,,,,,,,,,
18637,27260,neutral,,,,,,,,,,
18638,27259,neutral,,,,,,,,,,
18639,27258,neutral,,,,,,,,,,
18640,27257,negative,,,,,,,,,,
18641,27256,neutral,,,,,,,,,,
18642,27255,neutral,,,,,,,,,,
18643,27254,neutral,,,,,,,,,,
18644,27253,neutral,,,,,,,,,,
18645,27252,neutral,,,,,,,,,,
18646,27251,neutral,,,,,,,,,,
18647,27250,neutral,,,,,,,,,,
18648,27249,neutral,,,,,,,,,,
18649,27248,neutral,,,,,,,,,,
18650,27247,positive,1,,,,,,,,,
18651,27246,neutral,,,,,,,,,,
18652,27245,neutral,,,,,,,,,,
18653,27244,neutral,1,,,,,,,,,
18654,27243,neutral,,,,,,,,,,
18655,27242,neutral,,,,,,,,,,
18656,27240,neutral,,,,,,,,,,
18657,27239,neutral,,,,,,,,,,
18658,27238,negative,1,1,1,,,,1,,1,1
18659,27237,neutral,1,,,,,,,,,
18660,27236,neutral,1,,,,,,,,,
18661,27235,neutral,,,,,,,,,,
18662,27234,neutral,,,,,,,,,,
18663,27233,neutral,,,,,,,,,,
18664,27232,neutral,,,,,,,,,,
18665,27231,neutral,,,,,,,,,,
18666,27230,neutral,,,,,,,,,,
18667,27229,neutral,,,,,,,,,,
18668,27228,neutral,,,,,,,,,,
18669,27227,neutral,,,,,,,1,,,
18670,27226,neutral,,,,,,,,,,
18671,27225,negative,,,,,,,,1,1,
18672,27224,neutral,,,,,,,,,,
18673,27223,neutral,,,,,,,,,,
18674,27222,neutral,,,,,,,,,,
18675,27221,neutral,,,,,,,,,,
18676,27220,neutral,,,,,,,,,,
18677,27219,neutral,,,,,,,,,,
18678,27218,neutral,,,,,,,,,,
18679,27217,neutral,,,,,,,,,,
18680,27216,neutral,,,,,,,,,,
18681,27215,neutral,,,,,,,,,,
18682,27214,neutral,,,,,,,,,,
18683,27213,neutral,,,,,,,,,,
18684,27212,neutral,,,,,,,,,,
18685,27211,neutral,,,,,,,,,,
18686,27210,neutral,1,,,,,,,,,
18687,27209,negative,,,,,,,,,,
18688,27208,negative,,,,,,,,,,
18689,27207,neutral,,,,,,,,,,
18690,27206,neutral,,,,,,,,,,
18691,27205,negative,,,,,,,,,,
18692,27204,neutral,,,,,,,,,,
18693,27203,neutral,,,,,,,,,,
18694,27202,neutral,,,,,,,,,,
18695,27201,neutral,1,1,,,,,,,,
18696,27200,neutral,,,,,,,,,,
18697,27199,neutral,,,,,,,,,,
18698,27198,neutral,,,,,,,,,,
18699,27197,neutral,,,,,,,,,,
18700,27196,neutral,,,,,,,,,,
18701,27195,neutral,,,,,,,,,,
18702,27194,neutral,,,,,,,,,,
18703,26823,neutral,,,,,,,,,,
18704,27193,neutral,,,,,,,,,,
18705,27192,neutral,,,,,,,,,,
18706,27191,neutral,,,,,,,,,,
18707,27190,neutral,1,,,,,,,,,
18708,27189,neutral,1,,,,,,,,,
18709,27188,neutral,,,,,,,,,,
18710,27187,neutral,,,,,,,,,,
18711,27186,neutral,1,,,,,,,,1,
18712,27185,neutral,1,,,,,,,1,,
18713,27184,neutral,,,,,,,,,,
18714,27183,neutral,,,,,,,,,,
18715,27182,neutral,,,,,,,,,,
18716,27181,neutral,,,,,,,,,,
18717,27180,neutral,,,,,,,,,,
18718,27179,neutral,,,,,,,,,,
18719,27178,neutral,,,,,,,,,,
18720,27177,neutral,,,,,,,,,,
18721,27176,negative,,,,,,,,,,
18722,27175,neutral,1,,,,,,,,,
18723,27174,neutral,,,,,,,,,,
18724,27173,neutral,,,,,,,,,,
18725,27172,neutral,,,,,,,,,,
18726,27171,neutral,,,,,,,,,,
18727,27170,neutral,,,,,,,,,,
18728,27169,neutral,,,,,,,,,,
18729,27168,neutral,,,,,,,,,,
18730,27167,neutral,,,,,,,,,,
18731,27138,neutral,1,,,,,,,,,
18732,27113,neutral,,,,,,,,,,
18733,27166,neutral,,,,,,,,,,
18734,27165,neutral,,,,,,,,,,
18735,27164,neutral,,,,,,,,,,
18736,27163,neutral,,,,,,,,,,
18737,27162,negative,1,,,,,,1,,,
18738,27161,neutral,,,,,,,,,,
18739,27160,neutral,,,,,,,,,,
18740,27159,neutral,,,,,,,,,,
18741,27158,neutral,,,,,,,,,,
18742,27157,neutral,,,,,,,,,,
18743,27156,neutral,,,,,,,,,,
18744,27155,neutral,,,,,,,,,,
18745,27154,neutral,,,,,,,,,,
